title,price,description,reviews,image_url,extra_spec,product_url,category,subcategory,source_page
IdeaTab S5000,172.99,"Silver, 7"" IPS, Quad-Core 1.2Ghz, 16GB, 3G, Android 4.2",,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Silver, 7"" IPS, Quad-Core 1.2Ghz, 16GB, 3G, Android 4.2",https://webscraper.io/test-sites/e-commerce/static/product/26,Computers,Tablets,3
Iconia B1-730HD,99.99,"Black, 7"", 1.6GHz Dual-Core, 8GB, Android 4.4",,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Black, 7"", 1.6GHz Dual-Core, 8GB, Android 4.4",https://webscraper.io/test-sites/e-commerce/static/product/27,Computers,Tablets,3
IdeaTab A8-50,121.99,"Blue, 8"" IPS, Quad-Core 1.3GHz, 16GB, Android 4.2",,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Blue, 8"" IPS, Quad-Core 1.3GHz, 16GB, Android 4.2",https://webscraper.io/test-sites/e-commerce/static/product/28,Computers,Tablets,4
Galaxy Note,399.99,"10.1"", 3G, Android 4.0, Garnet Red",,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"10.1"", 3G, Android 4.0, Garnet Red",https://webscraper.io/test-sites/e-commerce/static/product/29,Computers,Tablets,4
Apple iPad Air,603.99,"Wi-Fi, 64GB, Silver",,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Wi-Fi, 64GB, Silver",https://webscraper.io/test-sites/e-commerce/static/product/30,Computers,Tablets,4
Nokia 123,24.99,7 day battery,,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,7 day battery,https://webscraper.io/test-sites/e-commerce/static/product/1,Phones,Touch,1
LG Optimus,57.99,"3.2"" screen",,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"3.2"" screen",https://webscraper.io/test-sites/e-commerce/static/product/2,Phones,Touch,1
Samsung Galaxy,93.99,5 mpx. Android 5.0,,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,5 mpx. Android 5.0,https://webscraper.io/test-sites/e-commerce/static/product/3,Phones,Touch,1
Nokia X,109.99,"Andoid, Jolla dualboot",,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Andoid, Jolla dualboot",https://webscraper.io/test-sites/e-commerce/static/product/4,Phones,Touch,1
Sony Xperia,118.99,"GPS, waterproof",,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"GPS, waterproof",https://webscraper.io/test-sites/e-commerce/static/product/5,Phones,Touch,1
Ubuntu Edge,499.99,Sapphire glass,,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Sapphire glass,https://webscraper.io/test-sites/e-commerce/static/product/6,Phones,Touch,1
Iphone,899.99,White,,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,White,https://webscraper.io/test-sites/e-commerce/static/product/7,Phones,Touch,2
Iphone,899.99,Silver,,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Silver,https://webscraper.io/test-sites/e-commerce/static/product/8,Phones,Touch,2
Iphone,899.99,Black,,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Black,https://webscraper.io/test-sites/e-commerce/static/product/9,Phones,Touch,2
